Show,EpId,ClipId,Start,Stop,Start_5_sec,Stop_5_sec,Unsure,PoorAudioQuality,Prolongation,Block,SoundRep,WordRep,DifficultToUnderstand,Interjection,NoStutteredWords,NaturalPause,Music,NoSpeech
FluencyBank,16,23,2197760,2245760,2181760,2261760,0,0,0,0,0,0,0,2,3,0,0,0
FluencyBank,16,24,2333280,2381280,2317280,2397280,0,0,0,0,0,1,0,2,2,0,0,0
FluencyBank,16,25,2357440,2405440,2341440,2421440,0,0,0,0,0,0,0,3,3,1,0,0
FluencyBank,16,26,2467520,2515520,2451520,2531520,0,0,1,1,2,0,0,0,0,0,0,0
FluencyBank,16,27,2492800,2540800,2476800,2556800,0,0,0,1,2,0,1,0,1,0,0,0
FluencyBank,16,28,2525280,2573280,2509280,2589280,0,0,0,0,0,0,0,2,3,0,0,0
FluencyBank,16,29,2720000,2768000,2704000,2784000,0,0,0,0,0,0,0,3,3,1,0,0
FluencyBank,16,30,2745280,2793280,2729280,2809280,0,0,0,0,0,0,0,3,3,1,0,0
FluencyBank,16,31,2947680,2995680,2931680,3011680,0,0,0,2,0,1,0,3,0,0,0,0
FluencyBank,16,32,2974080,3022080,2958080,3038080,0,0,1,2,2,0,0,0,0,0,0,0
FluencyBank,16,33,2997600,3045600,2981600,3061600,0,0,0,0,2,2,0,0,0,0,0,0
FluencyBank,16,34,193600,241600,177600,257600,0,0,1,0,0,0,0,0,2,0,0,0
FluencyBank,16,35,218560,266560,202560,282560,0,0,0,0,0,0,0,3,3,0,0,0
FluencyBank,16,36,3050240,3098240,3034240,3114240,0,0,0,1,0,2,0,3,0,0,0,0
FluencyBank,16,37,3148000,3196000,3132000,3212000,0,0,1,0,0,0,0,0,2,0,0,0
FluencyBank,16,38,3172480,3220480,3156480,3236480,0,0,1,1,1,1,0,0,0,0,0,0
FluencyBank,16,39,3276320,3324320,3260320,3340320,0,0,0,2,2,0,0,0,0,0,0,0
FluencyBank,16,40,3319200,3367200,3303200,3383200,0,0,0,2,0,0,0,0,1,1,0,0
FluencyBank,16,41,3347840,3395840,3331840,3411840,0,0,0,0,0,0,0,0,3,0,0,0
FluencyBank,16,42,3451680,3499680,3435680,3515680,0,0,0,0,0,0,0,0,3,0,0,0
FluencyBank,16,43,3480640,3528640,3464640,3544640,0,0,1,0,0,0,0,0,2,0,0,0
FluencyBank,16,44,3516960,3564960,3500960,3580960,0,0,0,0,1,1,0,1,1,1,0,0
FluencyBank,16,45,3544640,3592640,3528640,3608640,0,0,0,0,0,0,0,0,3,0,0,0
FluencyBank,16,46,3767360,3815360,3751360,3831360,0,0,0,1,1,1,0,1,0,0,0,0
FluencyBank,16,47,3797120,3845120,3781120,3861120,0,0,0,0,0,0,0,1,3,2,0,0
FluencyBank,16,48,3822560,3870560,3806560,3886560,0,0,0,1,1,0,0,0,1,1,0,0
FluencyBank,16,49,3865120,3913120,3849120,3929120,0,0,0,0,1,0,0,0,2,0,0,0
FluencyBank,16,50,3929920,3977920,3913920,3993920,0,0,0,0,0,0,0,0,3,0,0,0
FluencyBank,16,51,3956640,4004640,3940640,4020640,0,0,1,0,0,0,0,0,2,0,0,0
FluencyBank,16,52,238720,286720,222720,302720,0,0,0,0,0,0,0,3,3,0,0,0
FluencyBank,16,53,3985920,4033920,3969920,4049920,0,0,0,0,0,0,0,0,3,1,0,0
FluencyBank,16,54,4080480,4128480,4064480,4144480,0,0,1,1,0,2,0,1,0,0,0,0
FluencyBank,16,55,4111680,4159680,4095680,4175680,0,0,0,0,1,0,0,0,2,0,0,0
FluencyBank,16,56,4146880,4194880,4130880,4210880,0,0,0,0,0,0,0,1,3,1,0,0
FluencyBank,16,57,4197920,4245920,4181920,4261920,0,0,1,0,0,0,0,3,2,0,0,0
FluencyBank,16,58,4241920,4289920,4225920,4305920,0,0,0,0,0,0,0,0,3,0,0,0
FluencyBank,16,59,4301760,4349760,4285760,4365760,0,0,2,1,0,0,0,2,1,0,0,0
FluencyBank,16,60,4329280,4377280,4313280,4393280,0,0,1,0,0,0,0,2,2,0,0,0
FluencyBank,16,61,4368000,4416000,4352000,4432000,0,0,1,1,2,0,0,0,0,0,0,0
FluencyBank,16,62,4392960,4440960,4376960,4456960,0,0,0,0,0,0,0,0,3,1,0,0
FluencyBank,16,63,4575520,4623520,4559520,4639520,0,0,1,0,0,0,0,0,3,2,0,0
FluencyBank,16,64,4600000,4648000,4584000,4664000,0,0,0,0,0,0,0,0,3,0,0,0
FluencyBank,16,65,4670880,4718880,4654880,4734880,0,0,0,0,0,0,0,1,3,0,0,0
FluencyBank,16,66,4718720,4766720,4702720,4782720,0,0,0,1,1,0,0,0,1,0,0,0
FluencyBank,16,67,4733600,4781600,4717600,4797600,0,0,0,2,0,1,0,0,0,0,0,0
FluencyBank,16,68,504000,552000,488000,568000,0,0,0,0,0,0,0,2,3,1,0,0
FluencyBank,16,69,530880,578880,514880,594880,0,0,0,1,0,0,0,2,2,1,0,0
FluencyBank,16,70,4790080,4838080,4774080,4854080,0,0,0,0,0,0,0,3,3,0,0,0
FluencyBank,16,71,4855840,4903840,4839840,4919840,0,0,2,0,0,0,0,0,1,0,0,0
FluencyBank,16,72,4991200,5039200,4975200,5055200,0,0,1,0,0,0,0,2,2,0,0,0
FluencyBank,16,73,5016640,5064640,5000640,5080640,0,0,0,1,0,1,0,2,1,1,0,0
FluencyBank,16,74,5035360,5083360,5019360,5099360,0,0,0,0,0,1,0,2,2,0,0,0
FluencyBank,16,75,5155840,5203840,5139840,5219840,1,0,0,0,1,2,1,0,0,0,0,0
FluencyBank,16,76,5190080,5238080,5174080,5254080,0,0,0,0,0,0,0,3,3,0,0,0
FluencyBank,16,77,5242240,5290240,5226240,5306240,0,0,0,0,0,0,0,3,3,0,0,0
FluencyBank,16,78,5307520,5355520,5291520,5371520,0,0,1,0,0,0,0,0,2,0,0,0
FluencyBank,16,79,5359840,5407840,5343840,5423840,0,0,0,0,0,0,0,0,3,2,0,0
FluencyBank,16,80,5446880,5494880,5430880,5510880,0,0,0,0,0,1,0,3,2,0,0,0
FluencyBank,16,81,5489920,5537920,5473920,5553920,0,0,0,0,0,0,0,2,3,0,0,0
FluencyBank,16,82,5693920,5741920,5677920,5757920,0,0,0,1,0,0,0,0,2,0,0,0
FluencyBank,16,83,5725920,5773920,5709920,5789920,0,0,0,0,0,0,0,0,3,0,0,0
FluencyBank,16,84,5856640,5904640,5840640,5920640,0,0,0,0,0,0,0,0,3,0,0,0
FluencyBank,16,85,5906560,5954560,5890560,5970560,0,0,0,0,0,0,0,0,3,0,0,0
FluencyBank,16,86,711200,759200,695200,775200,0,0,0,3,0,1,0,0,0,0,0,0
FluencyBank,16,87,740960,788960,724960,804960,0,0,0,2,1,0,0,3,1,0,0,0
FluencyBank,16,88,6018240,6066240,6002240,6082240,0,0,0,0,0,0,0,0,3,0,0,0
FluencyBank,16,89,6048000,6096000,6032000,6112000,0,0,0,0,0,1,0,3,2,0,0,0
FluencyBank,16,90,6088640,6136640,6072640,6152640,0,0,1,0,0,0,0,0,2,0,0,0
FluencyBank,16,91,6287840,6335840,6271840,6351840,0,0,0,0,0,0,0,2,3,0,0,0
FluencyBank,16,92,6313120,6361120,6297120,6377120,0,0,0,0,0,0,0,0,3,0,0,0
FluencyBank,16,93,6389920,6437920,6373920,6453920,0,0,0,0,0,3,0,0,0,0,0,0
FluencyBank,16,94,6420160,6468160,6404160,6484160,0,0,2,0,0,0,0,0,1,1,0,0
FluencyBank,16,95,6447200,6495200,6431200,6511200,0,0,0,0,0,0,0,3,3,0,0,0
FluencyBank,16,96,6474240,6522240,6458240,6538240,0,0,0,1,0,0,0,0,2,1,0,0
FluencyBank,16,97,6558080,6606080,6542080,6622080,0,0,0,0,0,0,0,0,3,2,0,0
FluencyBank,16,98,6582880,6630880,6566880,6646880,0,0,0,0,0,3,0,0,0,0,0,0
FluencyBank,16,99,6696320,6744320,6680320,6760320,0,0,0,0,0,0,0,2,3,1,0,0
FluencyBank,16,100,6720640,6768640,6704640,6784640,0,0,0,1,0,1,0,3,1,0,0,0
FluencyBank,16,101,6865600,6913600,6849600,6929600,0,0,0,1,1,1,0,0,2,1,0,0
FluencyBank,16,102,6893440,6941440,6877440,6957440,0,0,0,1,1,0,0,0,1,0,0,0
FluencyBank,16,103,7196000,7244000,7180000,7260000,0,0,0,2,2,0,0,0,0,0,0,0
FluencyBank,16,104,7220320,7268320,7204320,7284320,0,0,0,0,0,0,0,1,3,0,0,0
FluencyBank,16,105,801440,849440,785440,865440,0,0,0,2,0,1,0,0,0,0,0,0
FluencyBank,16,106,834560,882560,818560,898560,0,0,0,1,0,0,0,3,2,0,0,0
FluencyBank,16,107,7248480,7296480,7232480,7312480,1,0,1,1,0,0,1,0,1,0,0,0
FluencyBank,16,108,7290080,7338080,7274080,7354080,0,0,0,1,1,0,1,0,2,0,0,0
FluencyBank,16,109,7317440,7365440,7301440,7381440,0,0,0,2,0,0,0,0,1,0,0,0
FluencyBank,16,110,7330560,7378560,7314560,7394560,0,0,0,1,0,0,1,0,2,0,0,0
FluencyBank,16,111,853920,901920,837920,917920,0,0,0,0,0,0,0,2,3,0,0,0
FluencyBank,16,112,868640,916640,852640,932640,0,0,3,0,0,0,0,0,0,0,0,0
FluencyBank,16,113,1002400,1050400,986400,1066400,0,0,0,0,0,1,0,2,2,0,0,0
FluencyBank,16,114,977280,1025280,961280,1041280,0,0,0,0,0,0,0,3,3,0,0,0
FluencyBank,17,0,0,37120,-16000,53120,1,0,0,1,0,0,0,0,2,0,0,0
FluencyBank,17,1,479520,527520,463520,543520,0,0,1,0,0,0,0,0,2,1,0,0
FluencyBank,17,2,509600,557600,493600,573600,0,0,0,1,3,2,0,2,0,0,0,0
FluencyBank,17,3,552480,600480,536480,616480,0,0,0,0,0,0,0,2,3,0,0,0
FluencyBank,17,4,576800,624800,560800,640800,0,0,0,0,0,1,0,3,2,0,0,0
FluencyBank,17,5,646240,694240,630240,710240,0,0,0,0,0,0,0,3,3,0,0,0
FluencyBank,17,6,669120,717120,653120,733120,1,0,0,0,0,0,0,2,2,0,0,0
FluencyBank,17,7,711200,759200,695200,775200,0,0,0,0,1,0,0,0,2,1,0,0
FluencyBank,17,8,733440,781440,717440,797440,0,0,0,0,0,0,0,0,3,2,0,0
FluencyBank,17,9,777440,825440,761440,841440,0,0,0,0,0,0,0,0,3,0,0,0
FluencyBank,17,10,828320,876320,812320,892320,0,0,3,0,0,0,0,3,0,0,0,0
FluencyBank,17,11,866560,914560,850560,930560,0,0,0,0,0,0,0,0,3,1,0,0
FluencyBank,17,12,902560,950560,886560,966560,0,0,0,0,0,0,0,0,3,2,0,0
FluencyBank,17,13,46080,94080,30080,110080,0,0,0,0,0,0,0,0,3,0,0,0
FluencyBank,17,14,1004160,1052160,988160,1068160,0,0,0,0,0,1,0,2,2,0,0,0
FluencyBank,17,15,978080,1026080,962080,1042080,0,0,0,0,0,3,0,3,0,0,0,0
FluencyBank,17,16,1061280,1109280,1045280,1125280,0,0,0,0,0,0,0,3,3,0,0,0
FluencyBank,17,17,1098720,1146720,1082720,1162720,0,0,0,1,1,0,0,1,1,0,0,0
FluencyBank,17,18,1134240,1182240,1118240,1198240,0,0,0,1,0,0,0,3,2,0,0,0
FluencyBank,17,19,1146720,1194720,1130720,1210720,0,0,1,0,0,0,0,3,2,0,0,0
FluencyBank,17,20,1187040,1235040,1171040,1251040,0,0,0,0,0,0,1,0,3,1,0,0
FluencyBank,17,21,1211840,1259840,1195840,1275840,0,0,0,0,0,0,0,0,3,1,0,0
FluencyBank,17,22,1252800,1300800,1236800,1316800,0,0,1,1,0,0,0,0,1,0,0,0
FluencyBank,17,23,1270240,1318240,1254240,1334240,0,0,0,1,0,0,0,3,2,1,0,0
FluencyBank,17,24,1380800,1428800,1364800,1444800,0,0,1,0,0,0,0,0,2,1,0,0
FluencyBank,17,25,1408960,1456960,1392960,1472960,0,0,0,0,0,1,0,2,2,1,0,0
FluencyBank,17,26,105600,153600,89600,169600,0,0,0,0,0,0,0,0,3,0,0,0
FluencyBank,17,27,1429280,1477280,1413280,1493280,0,0,0,1,0,0,0,3,2,0,0,0
FluencyBank,17,28,1440000,1488000,1424000,1504000,0,0,0,2,0,0,0,0,1,0,0,0
FluencyBank,17,29,1503840,1551840,1487840,1567840,0,0,0,0,0,0,0,3,3,0,0,0
FluencyBank,17,30,1516640,1564640,1500640,1580640,0,0,0,0,0,0,0,3,3,0,0,0
FluencyBank,17,31,1574880,1622880,1558880,1638880,0,0,0,1,0,0,0,0,3,1,0,0
FluencyBank,17,32,1602720,1650720,1586720,1666720,0,0,0,0,0,0,0,0,3,0,0,0
FluencyBank,17,33,1634400,1682400,1618400,1698400,0,0,0,0,0,1,0,0,2,0,0,0
FluencyBank,17,34,1690720,1738720,1674720,1754720,0,0,0,0,0,3,0,0,0,0,0,0
FluencyBank,17,35,1748960,1796960,1732960,1812960,0,0,0,1,1,0,0,0,1,0,0,0
FluencyBank,17,36,1777760,1825760,1761760,1841760,0,0,0,0,0,0,0,0,3,0,0,0
FluencyBank,17,37,188800,236800,172800,252800,0,0,0,1,0,0,0,0,2,0,0,0
FluencyBank,17,38,215040,263040,199040,279040,0,0,0,1,2,0,0,0,0,1,0,0
FluencyBank,17,39,1798240,1846240,1782240,1862240,0,0,0,0,0,0,0,0,3,0,0,0
FluencyBank,17,40,1816320,1864320,1800320,1880320,0,0,0,0,0,0,0,0,3,0,0,0
FluencyBank,17,41,1824320,1872320,1808320,1888320,0,0,0,0,0,0,0,0,3,0,0,0
FluencyBank,17,42,1868320,1916320,1852320,1932320,0,0,0,2,1,0,0,0,0,1,0,0
FluencyBank,17,43,1892960,1940960,1876960,1956960,0,0,0,1,1,0,0,0,1,0,0,0
FluencyBank,17,44,1944960,1992960,1928960,2008960,0,0,0,1,1,0,0,0,1,0,0,0
FluencyBank,17,45,1977280,2025280,1961280,2041280,0,0,0,0,0,0,0,3,3,0,0,0
FluencyBank,17,46,2015200,2063200,1999200,2079200,0,0,0,0,0,0,0,2,3,0,0,0
FluencyBank,17,47,2037600,2085600,2021600,2101600,0,0,0,0,0,1,0,3,2,0,0,0
FluencyBank,17,48,2098240,2146240,2082240,2162240,0,0,0,0,0,0,0,0,3,1,0,0
FluencyBank,17,49,2155680,2203680,2139680,2219680,0,0,0,0,0,0,0,0,3,0,0,0
FluencyBank,17,50,2179520,2227520,2163520,2243520,0,0,0,1,0,0,0,0,2,1,0,0
FluencyBank,17,51,2228320,2276320,2212320,2292320,0,0,0,0,0,0,0,3,3,0,0,0
FluencyBank,17,52,230880,278880,214880,294880,0,0,0,2,1,0,0,0,1,0,0,0
FluencyBank,17,53,2271360,2319360,2255360,2335360,0,0,0,1,1,0,0,0,2,0,0,0
FluencyBank,17,54,2315520,2363520,2299520,2379520,0,0,0,0,1,0,0,0,2,1,0,0
FluencyBank,17,55,2337920,2385920,2321920,2401920,0,0,0,0,0,0,0,0,3,0,0,0
FluencyBank,17,56,2393440,2441440,2377440,2457440,0,0,0,0,3,1,0,1,0,0,0,0
FluencyBank,17,57,2421600,2469600,2405600,2485600,0,0,0,0,0,0,0,2,3,1,0,0
