Show,EpId,ClipId,Start,Stop,Start_5_sec,Stop_5_sec,Unsure,PoorAudioQuality,Prolongation,Block,SoundRep,WordRep,DifficultToUnderstand,Interjection,NoStutteredWords,NaturalPause,Music,NoSpeech
FluencyBank,16,3,1108640,1156640,948640,1172640,0,0,0,0,0,0,0,0,3,0,0,0
FluencyBank,16,4,1372800,1420800,1212800,1436800,0,0,0,1,0,0,0,0,2,1,0,0
FluencyBank,16,5,1401600,1449600,1241600,1465600,1,0,1,1,0,0,0,0,1,1,0,0
FluencyBank,16,6,1475200,1523200,1315200,1539200,0,0,0,1,1,0,0,1,1,0,0,0
FluencyBank,16,7,1510720,1558720,1350720,1574720,0,0,0,0,0,0,0,0,3,0,0,0
FluencyBank,16,8,1572160,1620160,1412160,1636160,0,0,0,0,0,0,0,3,3,1,0,0
FluencyBank,16,9,1594880,1642880,1434880,1658880,0,0,0,0,0,0,0,2,3,1,0,0
FluencyBank,16,10,1625760,1673760,1465760,1689760,0,0,0,0,0,0,0,0,3,1,0,0
FluencyBank,16,11,1746720,1794720,1586720,1810720,0,0,0,0,0,0,0,0,3,1,0,0
FluencyBank,16,12,1770880,1818880,1610880,1834880,0,0,0,1,1,1,0,0,0,1,0,0
FluencyBank,16,13,1831680,1879680,1671680,1895680,0,0,3,0,0,0,0,0,0,0,0,0
FluencyBank,16,14,1861920,1909920,1701920,1925920,0,0,0,1,0,0,0,0,2,1,0,0
FluencyBank,16,15,1944640,1992640,1784640,2008640,0,0,0,0,0,0,0,0,3,0,0,0
FluencyBank,16,16,1988000,2036000,1828000,2052000,0,0,1,0,0,0,0,0,2,0,0,0
FluencyBank,16,17,48640,96640,-111360,112640,0,0,1,2,1,0,0,0,0,0,0,0
FluencyBank,16,18,77120,125120,-82880,141120,0,0,0,1,1,0,0,0,2,0,0,0
FluencyBank,16,19,2038400,2086400,1878400,2102400,0,0,0,0,0,0,0,0,3,0,0,0
FluencyBank,16,20,2099040,2147040,1939040,2163040,0,0,0,1,1,0,0,1,1,0,0,0
FluencyBank,16,21,2121440,2169440,1961440,2185440,0,0,0,0,0,0,0,1,3,0,0,0
FluencyBank,16,22,2167040,2215040,2007040,2231040,0,0,2,0,0,0,0,1,1,1,0,0
FluencyBank,16,23,2197760,2245760,2037760,2261760,0,0,0,0,0,0,0,2,3,0,0,0
FluencyBank,16,24,2333280,2381280,2173280,2397280,0,0,0,0,0,1,0,2,2,0,0,0
FluencyBank,16,25,2357440,2405440,2197440,2421440,0,0,0,0,0,0,0,3,3,1,0,0
FluencyBank,16,26,2467520,2515520,2307520,2531520,0,0,1,1,2,0,0,0,0,0,0,0
FluencyBank,16,27,2492800,2540800,2332800,2556800,0,0,0,1,2,0,1,0,1,0,0,0
FluencyBank,16,28,2525280,2573280,2365280,2589280,0,0,0,0,0,0,0,2,3,0,0,0
FluencyBank,16,29,2720000,2768000,2560000,2784000,0,0,0,0,0,0,0,3,3,1,0,0
FluencyBank,16,30,2745280,2793280,2585280,2809280,0,0,0,0,0,0,0,3,3,1,0,0
FluencyBank,16,31,2947680,2995680,2787680,3011680,0,0,0,2,0,1,0,3,0,0,0,0
FluencyBank,16,32,2974080,3022080,2814080,3038080,0,0,1,2,2,0,0,0,0,0,0,0
FluencyBank,16,33,2997600,3045600,2837600,3061600,0,0,0,0,2,2,0,0,0,0,0,0
FluencyBank,16,34,193600,241600,33600,257600,0,0,1,0,0,0,0,0,2,0,0,0
FluencyBank,16,35,218560,266560,58560,282560,0,0,0,0,0,0,0,3,3,0,0,0
FluencyBank,16,36,3050240,3098240,2890240,3114240,0,0,0,1,0,2,0,3,0,0,0,0
FluencyBank,16,37,3148000,3196000,2988000,3212000,0,0,1,0,0,0,0,0,2,0,0,0
FluencyBank,16,38,3172480,3220480,3012480,3236480,0,0,1,1,1,1,0,0,0,0,0,0
FluencyBank,16,39,3276320,3324320,3116320,3340320,0,0,0,2,2,0,0,0,0,0,0,0
FluencyBank,16,40,3319200,3367200,3159200,3383200,0,0,0,2,0,0,0,0,1,1,0,0
FluencyBank,16,41,3347840,3395840,3187840,3411840,0,0,0,0,0,0,0,0,3,0,0,0
FluencyBank,16,42,3451680,3499680,3291680,3515680,0,0,0,0,0,0,0,0,3,0,0,0
FluencyBank,16,43,3480640,3528640,3320640,3544640,0,0,1,0,0,0,0,0,2,0,0,0
FluencyBank,16,44,3516960,3564960,3356960,3580960,0,0,0,0,1,1,0,1,1,1,0,0
FluencyBank,16,45,3544640,3592640,3384640,3608640,0,0,0,0,0,0,0,0,3,0,0,0
FluencyBank,16,46,3767360,3815360,3607360,3831360,0,0,0,1,1,1,0,1,0,0,0,0
FluencyBank,16,47,3797120,3845120,3637120,3861120,0,0,0,0,0,0,0,1,3,2,0,0
FluencyBank,16,48,3822560,3870560,3662560,3886560,0,0,0,1,1,0,0,0,1,1,0,0
FluencyBank,16,49,3865120,3913120,3705120,3929120,0,0,0,0,1,0,0,0,2,0,0,0
FluencyBank,16,50,3929920,3977920,3769920,3993920,0,0,0,0,0,0,0,0,3,0,0,0
FluencyBank,16,51,3956640,4004640,3796640,4020640,0,0,1,0,0,0,0,0,2,0,0,0
FluencyBank,16,52,238720,286720,78720,302720,0,0,0,0,0,0,0,3,3,0,0,0
FluencyBank,16,53,3985920,4033920,3825920,4049920,0,0,0,0,0,0,0,0,3,1,0,0
FluencyBank,16,54,4080480,4128480,3920480,4144480,0,0,1,1,0,2,0,1,0,0,0,0
FluencyBank,16,55,4111680,4159680,3951680,4175680,0,0,0,0,1,0,0,0,2,0,0,0
FluencyBank,16,56,4146880,4194880,3986880,4210880,0,0,0,0,0,0,0,1,3,1,0,0
FluencyBank,16,57,4197920,4245920,4037920,4261920,0,0,1,0,0,0,0,3,2,0,0,0
FluencyBank,16,58,4241920,4289920,4081920,4305920,0,0,0,0,0,0,0,0,3,0,0,0
FluencyBank,16,59,4301760,4349760,4141760,4365760,0,0,2,1,0,0,0,2,1,0,0,0
FluencyBank,16,60,4329280,4377280,4169280,4393280,0,0,1,0,0,0,0,2,2,0,0,0
FluencyBank,16,61,4368000,4416000,4208000,4432000,0,0,1,1,2,0,0,0,0,0,0,0
FluencyBank,16,62,4392960,4440960,4232960,4456960,0,0,0,0,0,0,0,0,3,1,0,0
FluencyBank,16,63,4575520,4623520,4415520,4639520,0,0,1,0,0,0,0,0,3,2,0,0
FluencyBank,16,64,4600000,4648000,4440000,4664000,0,0,0,0,0,0,0,0,3,0,0,0
FluencyBank,16,65,4670880,4718880,4510880,4734880,0,0,0,0,0,0,0,1,3,0,0,0
FluencyBank,16,66,4718720,4766720,4558720,4782720,0,0,0,1,1,0,0,0,1,0,0,0
FluencyBank,16,67,4733600,4781600,4573600,4797600,0,0,0,2,0,1,0,0,0,0,0,0
FluencyBank,16,68,504000,552000,344000,568000,0,0,0,0,0,0,0,2,3,1,0,0
FluencyBank,16,69,530880,578880,370880,594880,0,0,0,1,0,0,0,2,2,1,0,0
FluencyBank,16,70,4790080,4838080,4630080,4854080,0,0,0,0,0,0,0,3,3,0,0,0
FluencyBank,16,71,4855840,4903840,4695840,4919840,0,0,2,0,0,0,0,0,1,0,0,0
FluencyBank,16,72,4991200,5039200,4831200,5055200,0,0,1,0,0,0,0,2,2,0,0,0
FluencyBank,16,73,5016640,5064640,4856640,5080640,0,0,0,1,0,1,0,2,1,1,0,0
FluencyBank,16,74,5035360,5083360,4875360,5099360,0,0,0,0,0,1,0,2,2,0,0,0
FluencyBank,16,75,5155840,5203840,4995840,5219840,1,0,0,0,1,2,1,0,0,0,0,0
FluencyBank,16,76,5190080,5238080,5030080,5254080,0,0,0,0,0,0,0,3,3,0,0,0
FluencyBank,16,77,5242240,5290240,5082240,5306240,0,0,0,0,0,0,0,3,3,0,0,0
FluencyBank,16,78,5307520,5355520,5147520,5371520,0,0,1,0,0,0,0,0,2,0,0,0
FluencyBank,16,79,5359840,5407840,5199840,5423840,0,0,0,0,0,0,0,0,3,2,0,0
FluencyBank,16,80,5446880,5494880,5286880,5510880,0,0,0,0,0,1,0,3,2,0,0,0
FluencyBank,16,81,5489920,5537920,5329920,5553920,0,0,0,0,0,0,0,2,3,0,0,0
FluencyBank,16,82,5693920,5741920,5533920,5757920,0,0,0,1,0,0,0,0,2,0,0,0
FluencyBank,16,83,5725920,5773920,5565920,5789920,0,0,0,0,0,0,0,0,3,0,0,0
FluencyBank,16,84,5856640,5904640,5696640,5920640,0,0,0,0,0,0,0,0,3,0,0,0
FluencyBank,16,85,5906560,5954560,5746560,5970560,0,0,0,0,0,0,0,0,3,0,0,0
FluencyBank,16,86,711200,759200,551200,775200,0,0,0,3,0,1,0,0,0,0,0,0
FluencyBank,16,87,740960,788960,580960,804960,0,0,0,2,1,0,0,3,1,0,0,0
FluencyBank,16,88,6018240,6066240,5858240,6082240,0,0,0,0,0,0,0,0,3,0,0,0
FluencyBank,16,89,6048000,6096000,5888000,6112000,0,0,0,0,0,1,0,3,2,0,0,0
FluencyBank,16,90,6088640,6136640,5928640,6152640,0,0,1,0,0,0,0,0,2,0,0,0
FluencyBank,16,91,6287840,6335840,6127840,6351840,0,0,0,0,0,0,0,2,3,0,0,0
FluencyBank,16,92,6313120,6361120,6153120,6377120,0,0,0,0,0,0,0,0,3,0,0,0
FluencyBank,16,93,6389920,6437920,6229920,6453920,0,0,0,0,0,3,0,0,0,0,0,0
FluencyBank,16,94,6420160,6468160,6260160,6484160,0,0,2,0,0,0,0,0,1,1,0,0
FluencyBank,16,95,6447200,6495200,6287200,6511200,0,0,0,0,0,0,0,3,3,0,0,0
FluencyBank,16,96,6474240,6522240,6314240,6538240,0,0,0,1,0,0,0,0,2,1,0,0
FluencyBank,16,97,6558080,6606080,6398080,6622080,0,0,0,0,0,0,0,0,3,2,0,0
FluencyBank,16,98,6582880,6630880,6422880,6646880,0,0,0,0,0,3,0,0,0,0,0,0
FluencyBank,16,99,6696320,6744320,6536320,6760320,0,0,0,0,0,0,0,2,3,1,0,0
FluencyBank,16,100,6720640,6768640,6560640,6784640,0,0,0,1,0,1,0,3,1,0,0,0
FluencyBank,16,101,6865600,6913600,6705600,6929600,0,0,0,1,1,1,0,0,2,1,0,0
FluencyBank,16,102,6893440,6941440,6733440,6957440,0,0,0,1,1,0,0,0,1,0,0,0
FluencyBank,16,103,7196000,7244000,7036000,7260000,0,0,0,2,2,0,0,0,0,0,0,0
FluencyBank,16,104,7220320,7268320,7060320,7284320,0,0,0,0,0,0,0,1,3,0,0,0
FluencyBank,16,105,801440,849440,641440,865440,0,0,0,2,0,1,0,0,0,0,0,0
FluencyBank,16,106,834560,882560,674560,898560,0,0,0,1,0,0,0,3,2,0,0,0
FluencyBank,16,107,7248480,7296480,7088480,7312480,1,0,1,1,0,0,1,0,1,0,0,0
FluencyBank,16,108,7290080,7338080,7130080,7354080,0,0,0,1,1,0,1,0,2,0,0,0
FluencyBank,16,109,7317440,7365440,7157440,7381440,0,0,0,2,0,0,0,0,1,0,0,0
FluencyBank,16,110,7330560,7378560,7170560,7394560,0,0,0,1,0,0,1,0,2,0,0,0
FluencyBank,16,111,853920,901920,693920,917920,0,0,0,0,0,0,0,2,3,0,0,0
FluencyBank,16,112,868640,916640,708640,932640,0,0,3,0,0,0,0,0,0,0,0,0
FluencyBank,16,113,1002400,1050400,842400,1066400,0,0,0,0,0,1,0,2,2,0,0,0
FluencyBank,16,114,977280,1025280,817280,1041280,0,0,0,0,0,0,0,3,3,0,0,0
FluencyBank,17,0,0,37120,-160000,53120,1,0,0,1,0,0,0,0,2,0,0,0
FluencyBank,17,1,479520,527520,319520,543520,0,0,1,0,0,0,0,0,2,1,0,0
FluencyBank,17,2,509600,557600,349600,573600,0,0,0,1,3,2,0,2,0,0,0,0
FluencyBank,17,3,552480,600480,392480,616480,0,0,0,0,0,0,0,2,3,0,0,0
FluencyBank,17,4,576800,624800,416800,640800,0,0,0,0,0,1,0,3,2,0,0,0
FluencyBank,17,5,646240,694240,486240,710240,0,0,0,0,0,0,0,3,3,0,0,0
FluencyBank,17,6,669120,717120,509120,733120,1,0,0,0,0,0,0,2,2,0,0,0
FluencyBank,17,7,711200,759200,551200,775200,0,0,0,0,1,0,0,0,2,1,0,0
FluencyBank,17,8,733440,781440,573440,797440,0,0,0,0,0,0,0,0,3,2,0,0
FluencyBank,17,9,777440,825440,617440,841440,0,0,0,0,0,0,0,0,3,0,0,0
FluencyBank,17,10,828320,876320,668320,892320,0,0,3,0,0,0,0,3,0,0,0,0
FluencyBank,17,11,866560,914560,706560,930560,0,0,0,0,0,0,0,0,3,1,0,0
FluencyBank,17,12,902560,950560,742560,966560,0,0,0,0,0,0,0,0,3,2,0,0
FluencyBank,17,13,46080,94080,-113920,110080,0,0,0,0,0,0,0,0,3,0,0,0
FluencyBank,17,14,1004160,1052160,844160,1068160,0,0,0,0,0,1,0,2,2,0,0,0
FluencyBank,17,15,978080,1026080,818080,1042080,0,0,0,0,0,3,0,3,0,0,0,0
FluencyBank,17,16,1061280,1109280,901280,1125280,0,0,0,0,0,0,0,3,3,0,0,0
FluencyBank,17,17,1098720,1146720,938720,1162720,0,0,0,1,1,0,0,1,1,0,0,0
FluencyBank,17,18,1134240,1182240,974240,1198240,0,0,0,1,0,0,0,3,2,0,0,0
FluencyBank,17,19,1146720,1194720,986720,1210720,0,0,1,0,0,0,0,3,2,0,0,0
FluencyBank,17,20,1187040,1235040,1027040,1251040,0,0,0,0,0,0,1,0,3,1,0,0
FluencyBank,17,21,1211840,1259840,1051840,1275840,0,0,0,0,0,0,0,0,3,1,0,0
FluencyBank,17,22,1252800,1300800,1092800,1316800,0,0,1,1,0,0,0,0,1,0,0,0
FluencyBank,17,23,1270240,1318240,1110240,1334240,0,0,0,1,0,0,0,3,2,1,0,0
FluencyBank,17,24,1380800,1428800,1220800,1444800,0,0,1,0,0,0,0,0,2,1,0,0
FluencyBank,17,25,1408960,1456960,1248960,1472960,0,0,0,0,0,1,0,2,2,1,0,0
FluencyBank,17,26,105600,153600,-54400,169600,0,0,0,0,0,0,0,0,3,0,0,0
FluencyBank,17,27,1429280,1477280,1269280,1493280,0,0,0,1,0,0,0,3,2,0,0,0
FluencyBank,17,28,1440000,1488000,1280000,1504000,0,0,0,2,0,0,0,0,1,0,0,0
FluencyBank,17,29,1503840,1551840,1343840,1567840,0,0,0,0,0,0,0,3,3,0,0,0
FluencyBank,17,30,1516640,1564640,1356640,1580640,0,0,0,0,0,0,0,3,3,0,0,0
FluencyBank,17,31,1574880,1622880,1414880,1638880,0,0,0,1,0,0,0,0,3,1,0,0
FluencyBank,17,32,1602720,1650720,1442720,1666720,0,0,0,0,0,0,0,0,3,0,0,0
FluencyBank,17,33,1634400,1682400,1474400,1698400,0,0,0,0,0,1,0,0,2,0,0,0
FluencyBank,17,34,1690720,1738720,1530720,1754720,0,0,0,0,0,3,0,0,0,0,0,0
FluencyBank,17,35,1748960,1796960,1588960,1812960,0,0,0,1,1,0,0,0,1,0,0,0
FluencyBank,17,36,1777760,1825760,1617760,1841760,0,0,0,0,0,0,0,0,3,0,0,0
FluencyBank,17,37,188800,236800,28800,252800,0,0,0,1,0,0,0,0,2,0,0,0
FluencyBank,17,38,215040,263040,55040,279040,0,0,0,1,2,0,0,0,0,1,0,0
FluencyBank,17,39,1798240,1846240,1638240,1862240,0,0,0,0,0,0,0,0,3,0,0,0
FluencyBank,17,40,1816320,1864320,1656320,1880320,0,0,0,0,0,0,0,0,3,0,0,0
FluencyBank,17,41,1824320,1872320,1664320,1888320,0,0,0,0,0,0,0,0,3,0,0,0
FluencyBank,17,42,1868320,1916320,1708320,1932320,0,0,0,2,1,0,0,0,0,1,0,0
FluencyBank,17,43,1892960,1940960,1732960,1956960,0,0,0,1,1,0,0,0,1,0,0,0
FluencyBank,17,44,1944960,1992960,1784960,2008960,0,0,0,1,1,0,0,0,1,0,0,0
FluencyBank,17,45,1977280,2025280,1817280,2041280,0,0,0,0,0,0,0,3,3,0,0,0
FluencyBank,17,46,2015200,2063200,1855200,2079200,0,0,0,0,0,0,0,2,3,0,0,0
FluencyBank,17,47,2037600,2085600,1877600,2101600,0,0,0,0,0,1,0,3,2,0,0,0
FluencyBank,17,48,2098240,2146240,1938240,2162240,0,0,0,0,0,0,0,0,3,1,0,0
FluencyBank,17,49,2155680,2203680,1995680,2219680,0,0,0,0,0,0,0,0,3,0,0,0
FluencyBank,17,50,2179520,2227520,2019520,2243520,0,0,0,1,0,0,0,0,2,1,0,0
FluencyBank,17,51,2228320,2276320,2068320,2292320,0,0,0,0,0,0,0,3,3,0,0,0
FluencyBank,17,52,230880,278880,70880,294880,0,0,0,2,1,0,0,0,1,0,0,0
FluencyBank,17,53,2271360,2319360,2111360,2335360,0,0,0,1,1,0,0,0,2,0,0,0
FluencyBank,17,54,2315520,2363520,2155520,2379520,0,0,0,0,1,0,0,0,2,1,0,0
FluencyBank,17,55,2337920,2385920,2177920,2401920,0,0,0,0,0,0,0,0,3,0,0,0
FluencyBank,17,56,2393440,2441440,2233440,2457440,0,0,0,0,3,1,0,1,0,0,0,0
FluencyBank,17,57,2421600,2469600,2261600,2485600,0,0,0,0,0,0,0,2,3,1,0,0
FluencyBank,17,58,2460320,2508320,2300320,2524320,0,0,0,1,0,0,0,0,2,1,0,0
